TAireMax;TAireMin;TempeAire;Humedad;MinHumed;MaxHumed;Rasolwm;Precipita;VelViMax;VelViento;Severidadhoja2;Severidadhoja3;Severidadhoja4;EstadoEvolucion
30.3;20.7;23.73;98.76;76;100;145;52.2;3.2;0.23;1040;2000;2400;5184
30.6;19.8;24.16;94.52;4;100;158;40.6;4.8;0.54;1580;2280;2400;6151.62
30.1;19.3;23.27;95.31;1;100;145;53.6;3.2;0.25;1040;2000;2400;5194.52
25.7;18.4;21.18;75.66;1;100;45;205;6.4;1.15;;;;
30;19.9;22.74;96.65;25;100;20;300.8;3.2;0.23;1360;2020;2400;4638.72
31.6;19.1;23.31;91.52;56;100;84;224.8;1.8;0.11;1340;1980;2340;4474.57
29.8;18.1;23.16;88.49;14;100;60;81.2;4.8;0.44;1140;1620;2380;3753.58
28.7;18.1;22.49;60.54;1;100;156;11.4;4.8;0.41;1320;1500;2400;3924.64
29.6;18.2;22.85;56.34;1;100;177;72.2;4.8;0.5;1300;1700;2200;3875.11
28.7;17.6;22.84;61.69;1;100;192;16.8;4.8;0.54;1220;1700;2020;4064.93
29.2;18.6;23.6;62.83;1;100;178;64.6;4.8;0.54;1180;1360;2300;4028.52
29.4;18.2;22.55;59.77;1;100;154;7.6;4.8;0.4;1000;1560;2160;4022.3
29.1;17.3;21.36;57.42;1;100;116;89.8;4.8;0.45;960;1360;2120;3224.98
29.6;18.3;22.76;74.26;1;100;184;92.6;4.8;0.3;1000;1300;1880;3600.47
31.4;16.4;21.89;94.16;62;100;218;228.4;2.2;0.19;920;1220;1920;3321.68
29.5;17.2;23.02;92.25;57;100;224;61.4;1.8;0.26;900;1260;2040;3352.72
30;16.9;23.16;88.41;45;100;68;94.8;2.2;0.23;1080;1940;2240;4697.19
29.7;18.6;23.29;91.63;63;100;0;44.2;1.8;0.2;;;;
30.1;19.1;22.13;97.89;65;100;44;199;2.2;0.28;;;;
28.5;17.1;22.15;97.85;66;100;150;79.8;1.3;0.13;;;;
29.4;18.2;23.38;91.51;60;100;233;1;2.2;0.18;;;;
31.3;17.5;23.94;85.68;52;100;257;3;1.8;0.24;;;;
31.7;19.4;25.08;87.53;59;100;242;0.8;1.3;0.2;1080;2020;2320;1696.2
31.8;16.4;24.51;81.67;47;100;252;1.4;1.8;0.26;;;;
32.2;18.9;25.07;86.6;51;100;397;28.06;3;0.36;760;1180;1880;1754.99
30.8;18.9;24.52;90.1;51;100;341;39.55;1.8;0.18;800;1180;1860;2716.25
29.9;20.7;24.79;90.27;64;100;339;26.89;1.8;0.21;720;1040;1740;3148.85
31.2;20.2;25.03;90.76;62;100;361;54.35;2.2;0.18;720;1100;1560;3042.71
29.5;20.6;24.36;95.68;71;100;177;156.92;1.3;0.11;720;1340;1680;4054.18
31.6;20.1;25.07;90.99;61;100;320;66.78;1.3;0.13;620;1320;1740;3963.21
32.5;20.8;25.59;90.75;63;100;377;69.31;1.3;0.13;1100;1940;2260;5905.02
30.6;20.9;24.8;94.17;67;100;271;52.6;1.8;0.13;1220;2160;2280;6539.48
32.9;20.9;25.03;93.68;59;100;312;59.8;1.3;0.11;1340;1940;2400;6193.53
31.3;20.9;24.93;92.6;65;100;307;91.8;1.3;0.1;1440;2080;2400;8033.11
32.2;20.1;25.16;90.78;61;100;363;44.8;1.8;0.14;980;1660;2400;6399.76
33.8;20.8;24.72;93.05;58;100;316;99.2;1.3;0.12;840;1920;2380;6824.89
31.2;21.1;24.34;94.72;65;100;170;55;1.3;0.11;1000;1820;2400;6262.28
30.2;19.9;24.33;95.63;67;100;263;149.4;1.8;0.13;780;1680;2240;4121.39
31.9;19.8;24.78;94.02;60;100;290;131.6;1.3;0.1;1220;1940;2220;5518.32
31.8;22.2;25.69;92.85;62;100;332;54;1.3;0.16;1200;2220;2380;6423.31
31.6;21.3;24.74;96.11;65;100;229;214.4;1.3;0.12;800;1920;2380;6267.57
31.8;20.2;24.64;94.13;66;100;296;117;1.8;0.16;1060;2100;2380;5976.37
31.8;21.2;25.15;91.1;60;100;371;64.8;1.8;0.12;1260;2160;2400;6167.89
32.7;21.1;25.02;92.8;61;100;291;14.6;1.3;0.08;1300;2220;2380;7287.61
31.7;20.7;25.79;89.74;60;100;397;53;1.8;0.1;1320;2100;2400;5258.7
32.4;21.3;25.72;90.53;62;100;329;57.4;1.8;0.1;1320;2180;2400;5274.62
33;20.4;26.02;86.75;51;100;378;6.8;1.3;0.09;1040;2300;2400;5007.16
32.8;21.6;25.62;91.39;61;100;352;15.8;2.7;0.1;1200;2080;2400;4939.17
31.9;21.1;25.2;92.9;66;100;343;70.6;1.8;0.05;1240;2300;2380;5256.66
31.8;21.1;24.88;94.53;68;100;292;71.2;0.9;0.07;1080;2160;2400;5181.52
31.2;20;24.92;90.97;62;100;338;19;1.3;0.08;1260;2140;2400;5271
31.1;21.7;24.54;94.87;66;100;285;169;1.8;0.11;1080;2120;2380;5005.88
30.8;20.9;24.82;93.75;67;100;316;69.4;1.8;0.08;1080;2140;2400;5163.61
31.2;20.2;24.63;92.07;65;100;373;151;1.8;0.24;1580;2380;2380;5580.82
30.3;20;23.74;95.35;67;100;196;141.2;2.2;0.15;1200;2400;2400;5248.2
29.2;21;23.49;97.56;73;100;141;170;1.8;0.1;1520;2380;2400;4856.72
31.1;21.3;24.43;95.86;69;100;233;121.8;1.3;0.04;1620;2340;2400;4862.02
31.7;18.7;24.63;92.49;66;100;306;24.8;1.3;0.11;1260;2220;2400;4466.28
30.2;19.7;24.05;91.85;61;100;335;33.6;1.3;0.12;1540;2360;2400;4684.25
30.9;18.5;23.77;94.99;61;100;250;82.2;1.3;0.08;1440;2240;2380;4280.33
31.1;19.2;23.7;92.47;63;100;267;35.4;1.3;0.05;1720;2420;2400;5187.19
31;17.7;23.95;90.75;58;100;326;38.4;1.3;0.08;;;;
30.7;17.8;23;93.76;57;100;256;101.8;1.8;0.1;1020;2020;2300;5122.26
29.8;18.3;21.55;96.93;66;100;182;248.6;0.4;0.02;1360;2140;2380;4873.92
31.1;18.9;24.78;89.1;59;100;381;17;0.9;0.09;1260;2140;2360;5016.03
30.4;17.1;23.51;89.19;54;100;345;5.2;1.8;0.09;940;2040;2340;5587.12
31.1;18.4;24.75;90.8;63;100;304;2;1.3;0.08;1320;2380;2400;5853.66
31.1;18.3;24.25;90.47;62;100;292;26.6;1.8;0.08;1300;2140;2380;5297.81
30.1;20.5;23.41;96.29;70;100;204;179.8;1.3;0.11;1620;2340;2400;4617.02
32.2;19.7;24.7;93.51;62;100;276;82.8;1.3;0.11;1260;2400;2380;4963.95
31.2;19.7;22.84;98.02;69;100;163;190.25;1.3;0.06;1000;1960;2340;4589.15
32.2;19.6;24.1;92.16;63;100;300;14;0.9;0.07;1280;2080;2380;4426.67
32.1;18.8;24.93;91.37;54;100;325;47.8;0;0;1080;1940;2340;3560.77
31.8;19.3;25.2;91.33;57;100;360;174;0.4;0.01;1240;1940;2360;4318.91
31.9;19.7;25.06;89.29;49;100;252;42.6;0.9;0.04;1640;2340;2380;4794.88
32.2;19.6;24.97;89.49;55;100;345;43.8;1.8;0.15;1380;2280;2400;4442.53
31.6;20.6;24.58;92.56;60;100;315;69.2;1.8;0.16;1160;2240;2380;4419.94
33.1;19.4;26.28;89.47;58;100;410;12.8;1.3;0.14;880;1880;2380;5135.34
33.1;21.7;26.16;92.51;61;100;333;114.8;0.4;0.01;960;1880;2380;5135.34
32.1;20.4;24.99;92.09;63;100;334;79;2.2;0.01;940;1620;2200;3728.79
31.1;21.8;25.09;94.47;67;100;271;96.2;1.3;0.08;980;2000;2200;5129.11
32.2;21.2;25.9;94.58;66;100;290;77.8;0.9;0.07;1220;2280;2380;5867.52
31.9;22.1;25.77;93.84;68;100;293;102.8;1.3;0.06;1160;2220;2360;4795.23
32.9;21.7;26.54;89.26;62;100;383;34.8;0.9;0.04;980;1920;2400;5080.26
31.3;21.3;25.05;93.42;68;100;249;96.6;1.8;0.09;1100;2160;2400;5381.44
31.5;21.6;24.43;95.77;64;100;253;51.6;1.3;0.07;1220;2400;2400;6534.61
33.6;20;25.95;90.36;57;100;342;156.4;0.9;0.07;1040;2160;2400;5592.17
32.6;20.9;25.8;90.64;59;100;341;29.8;1.3;0.07;1320;2100;2400;6550.36
32.2;21.4;25.55;92.16;63;100;321;85.8;0.9;0.07;1000;2240;2380;5218.4
31.8;21.7;24.36;95.38;68;100;227;101.6;1.3;0.04;1380;2280;2380;5630.15
33.3;20.2;26.27;87.82;57;100;441;10.6;1.3;0.12;1100;2340;2380;6069.27
32.2;21.1;25.16;93.04;64;100;301;70.6;0.9;0.05;1300;2300;2400;5789.58
32.7;21.3;25.06;93.03;61;100;269;69.2;0.9;0.06;1480;2420;2400;6252.16
32.3;21.9;25.7;91.83;63;100;347;14.8;1.3;0.05;1400;2280;2400;5855.22
32.1;20.7;24.81;91.35;60;100;324;232.8;1.3;0.11;1320;2140;2400;5769.77
32.2;21.2;24.9;92.99;66;100;334;194.4;1.3;0.1;1320;2220;2400;6419.08
32.4;21.2;25.08;92.22;63;100;338;134.8;0.9;0.05;1500;2320;2360;5464.18
33.6;20.9;25.35;90.59;57;100;383;58.4;0.9;0.05;1500;2400;2400;6233.35
32.3;20.8;25.37;90.98;62;100;372;84.4;0.9;0.04;1360;2340;2360;5155.47
32.2;20;24.81;92.02;62;100;365;115;0.9;0.03;1840;2340;2400;5988.85
32.6;20.5;24.95;93.05;62;100;315;160.6;0.9;0.07;1260;2340;2400;5314.4
31.3;21.8;24.76;87.95;53;100;227;6.2;0.9;0.04;1400;2220;2320;5835.96
33.1;20.9;25.13;90.6;55;100;336;77.2;1.3;0.08;980;2120;2340;5240.68
31.8;19.6;24.75;89.86;54;100;322;37.2;0.9;0.06;1300;2240;2320;6129.86
32.4;20.7;24.72;92.3;61;100;345;72.2;0.9;0.03;1180;2360;2400;4970.31
31.8;20.2;24.21;93.02;60;100;286;160.2;1.3;0.07;1120;1960;2380;4659.88
28.2;17.2;23;89.37;57;100;234;23.4;0.9;0.02;1180;2020;2280;4558
31;18.3;24.45;86.88;58;100;356;44.4;0.4;0;1300;2320;2360;4888.13
30.3;20;23.38;96.94;72;100;217;97.2;1.3;0.01;1400;2220;2320;4350.78
30.1;19.2;23.12;95.76;69;100;203;229.4;0.4;0;1420;2320;2380;4400.98
30.1;17.4;21.9;92.88;57;100;234;77;0.9;0.04;980;2440;2400;3959.9
29.9;17.9;22.02;91.54;63;100;200;38.4;0.9;0.07;1420;2280;2400;4150.31
29.8;18.3;21.74;94.66;54;100;210;98.2;0.9;0.03;1600;2300;2380;3985.37
29.9;18;21.75;96.73;71;100;121;112.2;1.3;0.05;1120;2380;2400;4270.01
29.2;18.6;22.83;93.76;67;100;251;67.6;0.9;0.07;1420;2340;2400;3031.88
30.1;19.8;22.99;96.78;59;100;199;249.8;1.3;0.13;1250;2420;2400;2815
31.4;18.7;24.18;89.3;59;100;404;7.2;0.9;0.11;1080;2500;2400;2598
31.3;17.1;23.53;87.02;49;100;390;13.6;1.3;0.05;1160;2040;2400;3377
30.7;16.6;23.29;90.42;58;100;349;16.6;1.3;0.16;1000;2340;2380;4087.22
31.2;18.4;24.12;86.56;57;100;422;13.8;0.9;0.15;1160;2140;2340;4374.23
30.6;19.1;23.51;91.98;59;100;342;101;0.9;0.04;1180;2220;2380;4342.68
31.1;17.2;23.89;87.65;49;100;443;18;1.8;0.14;1060;1680;2360;4027.47
30.4;18.2;23.73;90.4;55;100;369;143.6;3.2;0.22;980;1560;2240;4043.08
31.2;16.4;23.78;85.35;54;100;457;3.2;0.9;0.15;760;1200;2020;3458.15
30.9;17.1;23.62;86.88;52;100;446;24.2;1.3;0.11;960;1640;1900;3916.14
32.4;18.1;24.06;86.54;58;100;397;5.4;1.3;0.14;1020;1680;2040;4295.09
32.8;17.5;25.85;86.25;54;100;469;1.2;0.9;0.13;920;2040;2340;4979.57
30.8;19.9;24.09;92.29;62;100;291;41.8;0.9;0.1;720;1440;2180;3659.02
31.6;17.3;24.34;84.21;45;100;444;8.2;0.9;0.09;800;1260;2140;4063.93
31.7;18.6;24.72;84.34;56;100;416;0.4;0.9;0.12;720;1240;1960;4326.88
32.2;19.8;25.6;86.82;51;100;374;24.2;0.9;0.12;740;1440;2160;4615.34
31.3;18.7;24.37;92.74;63;100;276;139;0.9;0.06;820;1760;2160;4527.65
31.6;20.8;24.92;95.25;66;100;270;125;0.4;0.01;700;1320;2100;4098.14
32.6;18.7;25.65;86.31;55;100;465;9;0.4;0.01;900;1260;2080;4458.3
33;20.2;25.61;86.9;51;100;353;18.4;0.4;0.02;700;1880;1840;4813.5
32.2;21.6;25.32;92.76;64;100;324;231.2;0.4;0.02;1440;2280;2220;6148.28
33;20.8;26.34;87.48;59;100;423;32.6;0.9;0.07;1060;1960;2380;5914.51
31.5;20.8;25.21;93.63;64;100;299;131;0.9;0.04;980;1660;2120;5966.78
32.9;21.6;25.51;91.16;61;100;331;33;0.4;0.03;1320;2260;2360;6271.19
31.5;20.9;25.02;93.16;69;100;326;78.4;0.9;0.06;1020;2060;2360;5996.09
32.3;21;25.75;89.2;59;100;397;4.2;0.9;0.09;1120;1960;2220;6073.52
30.7;21.4;24.45;94.01;70;100;277;120.8;1.3;0.12;1200;2000;2260;6295.63
31.7;20.3;25.01;92.51;64;100;315;97;1.8;0.13;1260;2340;2380;6737.5
32.2;20.4;24.74;93.43;69;100;289;60.4;0.9;0.01;1140;2300;2400;6126.91
32.9;20.9;25.56;89.34;56;100;393;72.2;0.9;0.04;1340;2120;2380;5884.78
33.1;20.6;25.44;92.02;63;100;295;42.4;0.9;0.07;1420;2280;2360;6468.42
33.1;20.8;24.89;90.86;59;100;344;44.8;1.8;0.1;1520;2400;2380;6183.6
33.3;20.5;25.73;88.34;56;100;412;55.8;1.3;0.04;1080;2240;2380;5674.24
32.5;20.2;25.14;90.99;61;100;345;64.2;0.9;0.02;1120;2100;2380;5529.16
33;20.3;25.48;89.58;60;100;388;51;0.9;0.01;1480;2180;2380;5581.57
32.2;20.5;25.22;90.65;62;100;346;44.8;0.9;0.03;1200;2360;2360;5648.67
32.7;19.9;25.74;87.82;54;100;456;2.4;0.9;0.08;1480;2140;2400;5459.24
33.4;20.6;25.94;89.78;61;100;373;13.4;0.9;0.11;1180;2180;2380;5228.03
31.7;21;24.87;92.49;66;100;322;74.8;1.3;0.1;1340;2260;2320;5189.5
31.7;21;24.73;92.85;66;100;343;225.6;1.8;0.06;1220;2300;2400;5590.59
30.2;20.8;23.69;93.34;71;100;243;48.8;3.2;0.1;1180;2080;2400;5962.35
31.3;20.5;24.5;91.04;60;100;303;116.6;3.2;0.46;1880;2280;2380;6370.74
31.2;19.3;24.09;94.64;62;100;257;95.2;3.2;0.09;1580;2360;2380;6118.82
30.9;20.1;24.24;87.04;50;100;328;106.4;3.2;0.43;1240;2540;2400;5976.61
29.6;19.9;23.68;95.63;71;100;249;60;3.2;0.23;1520;2300;2400;5550.88
30.1;20.8;23.29;97.74;70;100;175;256;3.2;0.19;1660;2540;2360;5212.61
29.4;19.2;22.61;92.26;75;100;166;78.6;4.8;0.92;1160;2400;2400;5484.26
30.6;19.1;23.19;93.98;66;100;236;56.2;3.2;0.33;1280;2400;2400;4270.04
27.7;19.6;22.38;98.88;76;100;107;286.2;1.6;0.07;1220;2120;2380;4314.1
31.3;18.3;23.45;92.69;60;100;277;28;8;0.52;1420;2420;2380;4262.62
30.8;18.6;23.71;90.07;58;100;357;21.8;4.8;0.54;1340;2380;2380;4433.19
30.2;18.4;22.39;93.34;63;100;260;96.4;4.8;0.69;1500;2340;2380;4253.76
30.5;16.8;23.41;87.04;60;100;418;10.4;4.8;0.33;1480;2320;2400;5263.98
30.6;16.6;23.23;88.4;56;100;412;17.8;6.4;0.53;1260;2240;2360;2995.42
30.3;17.1;23.42;86.31;56;100;414;4.8;3.2;0.52;1320;2320;2380;3628.05
30.7;17.7;22.9;88.42;60;100;332;8.6;9.7;0.4;1140;2240;2400;3755.5
30.7;18.2;24.14;89.13;60;100;372;46.8;3.2;0.21;1220;2340;2380;3848.3
31.2;16.7;23.95;84.79;56;100;511;3.8;3.2;0.31;980;1860;2360;4667.38
30.7;16.7;23.8;86.85;50;100;421;27.2;3.2;0.23;1040;1780;2340;4257.96
30.8;16.2;23.42;87.43;56;100;401;15.4;3.2;0.2;960;1500;2340;3999.48
31.1;18.3;23.67;90.62;61;100;355;123.6;3.2;0.13;840;1260;2060;3903.09
29.9;20.4;23.71;91.86;66;100;317;50;1.6;0.09;840;1280;2200;4023.02
30.1;17.6;23.39;89.23;58;100;354;14.4;3.2;0.32;900;1320;2020;4148.57
30.9;17.4;23.99;87.83;50;100;413;16;6.4;0.65;980;1920;2240;4695.53
31.3;20.1;25.15;91.32;62;100;226;13.2;3.2;0.33;1120;2160;2400;5280.44
31.7;18.2;24.58;84.53;52;100;479;35.2;4.8;0.5;1000;2080;2360;5333.31
32.2;20.3;24.69;90.71;59;100;382;114;3.2;0.18;1060;1680;2400;5500.25
32.6;20.5;23.96;89.14;60;100;254;31.4;4.8;0.55;1040;2060;2340;5372.04
32.6;20.4;25.01;90.79;62;100;364;31.4;4.8;0.27;980;1680;2400;5293.41
32.2;20.1;25.73;86.97;59;100;421;6.2;1.6;0.26;780;1280;1900;4298.93
32.1;21.4;25.61;90.6;62;100;407;107;3.2;0.21;940;1420;2180;4930.2
31.7;21.4;25.31;91.93;66;100;304;172;3.2;0.13;120;1760;2140;4203.53
32.2;20.5;25.69;91.45;65;100;372;150.2;4.8;0.21;1200;1940;2360;5543.91
32.2;21.6;25.69;92.18;62;100;336;24.6;3.2;0.22;1100;2080;2360;6098.15
31.2;19.9;24.33;93.93;67;100;263;102.6;0;0;1800;2420;2380;5865.31
33;20.2;25.94;88.74;59;100;435;110.2;8;0.27;1220;2360;2400;5729.33
32.6;20.8;25.73;87.39;55;100;448;34.6;6.4;0.31;1140;2100;2400;5536.66
29.8;20.7;24.28;94.3;69;100;245;47.4;3.2;0.13;1800;2520;2400;5850.24
31.6;20.4;24.86;92.22;62;100;328;27.6;4.8;0.26;1320;2340;2400;5841.99
31.4;21.9;24.74;94.27;64;100;263;79.2;3.2;0.16;1440;2420;2380;5819.21
30.4;22.2;24.75;95.37;69;100;253;176;1.6;0.1;1640;2340;2380;5945.47
32.4;19.9;24.51;92.38;64;100;317;49;4.8;0.14;;;;
32.3;20.3;25.56;88.07;58;100;410;12;4.8;0.17;1620;2280;2400;4486.39
31.1;21;24.85;91.83;62;100;358;61.6;4.8;0.25;1500;2560;2380;5247.89
32.7;20.2;24.97;90.39;58;100;423;87.6;1.6;0.09;1180;2420;2400;5317.77
32.3;21;25.23;92.27;61;100;332;87.4;3.2;0.11;1180;2440;2400;5022.72
31.6;20.9;25.38;89.94;64;100;331;50.4;1.6;0.07;980;2200;2380;5192.37
31.4;20;24.68;92.31;62;100;324;55.2;1.6;0.07;1180;2220;2400;5488.88
32.7;20.4;25.39;88.51;57;100;402;17.4;3.2;0.11;1300;2240;2400;5454.03
32.3;19.8;24.69;91.48;58;100;370;65.4;1.6;0.04;980;2320;2400;5507.26
31.2;18.6;24.53;92.04;62;100;330;47.2;3.2;0.04;1600;2520;2400;5797.08
31.3;20.3;24.66;91.74;64;100;344;13.2;1.6;0.11;1180;2540;2380;5510.46
32;19.9;24.48;91.6;59;100;355;101;3.2;0.11;1100;1880;2400;5016.77
32.1;20.7;25.17;90.3;62;100;376;49.8;3.2;0.28;1260;2060;2380;5482.42
30.2;19.6;23.35;94.53;63;100;220;43.6;3.2;0.12;1240;2480;2400;5668.11
31;20.6;23.99;92.94;61;100;299;185;3.2;0.09;1200;2180;2380;5217.76
31.1;18.4;23.6;93.82;64;100;245;132.2;3.2;0.16;1340;2440;2400;5046.48
26.2;20.1;21.86;93.35;75;100;91;227.2;1.6;0.1;1360;2420;2400;5079.99
29.2;0;22.9;93.85;0;100;43;85.2;4.8;0.5;1360;2340;2400;4657.15
30.91;18.99;24;91.69;55.47;100;1;26;6.58;0.92;1460;2220;2400;3509.67
32.39;18.81;24.73;91.18;59.32;100;1;33.9;5.95;1.06;1440;2440;2400;4793.81
31.69;19.4;24.37;88.88;51.71;100;122;43.9;7.45;1.07;1760;2300;2400;4840.33
32.04;21.15;24.38;95.43;61.02;100;220;175.4;6.45;1.11;1520;2440;2380;5047.88
31.2;18.77;24.36;89.64;58.78;100;335;29.8;7.7;1.51;1200;2580;2400;4261.53
32.18;18.93;25.07;86.19;55.12;100;383;7.3;8.95;1.61;920;1740;2400;5107.27
31.48;18.34;24.21;86;46.83;100;351;10.4;8.2;1.43;900;2000;2380;2722.73
31.73;19.46;24.68;86.49;49.02;100;361;37.9;7.2;1.43;1180;2340;2360;4043.4
31.55;17.48;24.06;88.87;54.86;100;333;19.5;9.2;1.4;860;1840;2340;4158
31.64;18.32;24.47;83.51;50.41;100;427;1.4;6.45;1.5;880;1660;2280;4034.12
31.99;17.64;24.27;84.35;45.93;100;363;37.1;7.7;1.44;860;1680;2320;4141.23
31.43;19.06;24.46;88.14;51.51;100;330;35.7;6.95;1.4;840;1420;2040;3716.27
31.52;20.45;24.55;93.31;61.71;100;205;85.4;7.2;1;780;1780;2100;4523.36
28.01;18.1;22.92;97.28;76.12;100;148;197.4;7.2;1.49;880;1460;2300;4324.62
31.76;18.6;24.56;91.16;58.33;100;284;36.1;7.7;1.39;960;1400;2120;3822.92
32.92;19.29;26.03;86.01;54.2;100;408;1;6.2;1.45;880;1960;1900;4736.01
33.84;18.56;25.32;87.03;50.66;100;356;65.9;6.2;1.47;1240;2040;2200;5507.89
32.32;20.76;25.65;91.88;57.79;100;280;74.8;6.7;1.02;1480;2480;2380;6159.47
32.11;20.79;26.12;87.87;53.33;100;379;36.7;6.95;1.4;1020;2100;2400;5510.09
32.73;21.66;26.29;89.66;58.72;100;328;42.3;5.95;1.29;1040;1300;2400;4841.15
32.73;19.16;25.4;86.88;52.1;100;373;5.8;6.7;1.29;1080;1880;2000;5267.01
34.32;19.6;26.32;84.93;46.44;100;379;10.6;6.95;1.23;1040;1660;2340;5131.25
34.88;18.15;26.08;83.92;41.15;100;430;12.2;5.95;1.24;1060;1780;2140;5318.95
30.88;20.22;25.09;92.75;63.91;100;257;77.9;7.2;1.18;1000;1900;2260;5427.05
32.71;21.67;26.06;92.11;63.07;100;284;57.4;5.7;0.87;680;1660;2400;4844.38
33.06;22.05;26.25;90.21;54.09;100;341;64.8;6.7;0.95;1120;1700;2300;5198.09
34.22;21.83;27.09;87.18;55.7;100;389;0.9;5.95;1.09;1060;2000;2280;6228.2
32.69;22.08;26.15;92.1;62.32;100;298;92.1;7.2;1.05;1400;2200;2360;5951.16
33.44;21.98;26.44;92.44;60.23;100;276;100.3;10.7;0.91;1320;2300;2400;5966.4
32.79;21.64;25.39;92.86;59.68;100;246;148.6;5.95;0.86;1160;2460;2400;5492.07
33.21;21.19;26.39;88.23;55.29;100;403;41;6.45;1.12;1120;2040;2380;5109.65
32.94;22.62;25.99;91.52;58.6;100;313;44.5;6.7;1.02;1340;2340;2280;5567.87
32.38;21.43;25.73;92.62;65.78;100;266;27.9;5.7;0.91;1320;2300;2400;5685.32
32.47;22.33;25.55;95.17;68.46;100;225;130.8;5.95;0.99;1340;2320;2400;4621.51
31.81;22.6;25.23;94.48;63.31;100;257;167.6;8.2;1.01;1280;2480;2380;6405.85
32.97;21.33;25.98;89.96;58.9;100;331;45.2;6.95;1.05;1380;2320;2380;6139.16
33.26;21.58;26.35;90.35;60.79;100;366;65.5;5.95;1.03;1560;2460;2400;5973.04
33.24;21.82;26;90.85;53.66;100;333;92.2;7.2;0.92;1480;2500;2400;5691.41
34.24;21.59;25.22;92.58;51.3;100;275;103.6;5.95;0.81;2060;2600;2400;5394.11
34.05;21.59;26.04;89.1;54.06;100;358;27;6.7;0.87;1540;2500;2400;5297.97
33.62;21.29;26.56;88.57;57.3;100;391;46.4;7.7;0.66;1220;2400;2400;5191.97
34.06;22.04;26.83;89.86;57.82;100;357;117.8;5.7;1.04;1120;2340;2380;5542.6
33.51;20.81;26.18;91.33;53.54;100;309;133.7;8.45;1.05;1200;2140;2400;6054.53
33.93;21.9;25.83;91.41;55.8;100;330;136.9;9.2;0.99;1400;2440;2340;5674.51
33.77;21.44;26.56;88.87;56.9;100;353;2.1;5.95;1.06;1180;2480;2400;5675.88
32.98;20.58;25.55;91.31;54.23;100;323;109.8;5.45;0.97;1200;2140;2400;6054.53
32.53;21.27;25.57;93.47;63.18;100;266;69.7;6.7;0.79;1780;2500;2400;5833.54
33.58;21.28;26.27;89.34;56.15;100;344;33.3;5.95;0.95;1320;2500;2400;5459.91
33.72;21.01;25.98;88.4;53.78;100;369;51;5.7;1.03;1140;2280;2400;4916.73
32.05;21.39;25.16;95.03;60.72;100;224;123;5.7;0.75;1400;2080;2400;5024.79
32.93;20.24;25.78;89.89;54.01;100;345;18.1;6.2;0.88;1380;2280;2400;5164.16
32.32;20.94;24.77;93.58;59.51;100;278;177.5;5.95;0.89;1200;1980;2380;5397.27
32.28;19.69;25.46;88.41;55.43;100;362;8.1;5.95;1.01;1300;2140;2360;5200.13
32.52;19.88;24.99;91.1;57.73;100;308;33.9;8.95;0.93;1440;2200;2380;5263.35
31.7;20.24;24.31;92.83;57.72;100;239;87.6;7.45;1.14;1200;2120;2400;4781.26
31.76;18.04;24.69;86.26;49.17;100;379;9.1;6.45;1.34;;;;
32.06;20.19;24.87;91.31;52.87;100;294;40.1;6.95;1.18;;;;
31.46;19.92;24.71;90.55;60.2;100;280;50.2;6.7;1.15;;;;
32;18.95;23.92;92.5;54.02;100;259;77;6.95;1.19;1580;2400;2400;4681.16
30.93;19.4;23.81;93.32;53.69;100;262;83.7;6.45;1.16;1080;2160;2380;4985.19
31.64;17.18;23.87;85.86;47.32;100;341;4.5;6.2;1.23;1660;2380;2400;2810.46
32.1;17.96;24.15;87.5;50.77;100;335;12.6;6.45;1.23;1280;2220;2320;3961.71
32.3;20.44;25.3;89.15;57.65;100;345;45.8;7.2;1.44;1760;2160;2380;4950.24
32.07;17.78;24.45;84.91;50.65;100;412;8.9;7.7;1.64;1480;2320;2380;4899.69
31.68;18.7;25.01;86.84;52.42;100;333;4.6;6.45;1.36;1200;1820;2380;4288.64
32.97;19.35;25.21;84.4;50.89;100;397;3;6.7;1.43;1140;1740;2340;4441.78
32.95;18.56;25.25;83.46;46.78;100;418;1.8;6.95;1.4;1060;1960;2340;4584.42
32.63;19.41;25.02;86.15;54.13;100;366;15.1;6.2;1.38;960;1380;2200;4104.23
32.24;19.56;25.42;87.29;53.36;100;357;31.2;6.7;1.42;960;1300;2100;4302.46
32.77;18.65;25.8;84.6;43.33;100;444;20.9;6.45;1.58;840;1380;1980;3770.47
32.86;21.25;25.47;91.5;56.31;100;297;98.4;9.7;1.31;880;1380;2000;4189.83
32.12;21.1;25.75;88.79;52.48;100;346;22.7;6.45;1.23;1040;1820;2180;4719.25
32.49;21.06;25.73;91.67;58.72;100;316;69.1;5.95;1.1;1020;1780;2240;4584.45
32.84;21.26;25.72;94.12;57.07;100;282;113.9;5.95;0.89;1040;2020;2300;5573.22
33.3;20.6;26;90.6;53.42;100;344;129.2;5.45;1.16;1320;2160;2380;6030.08
32.71;21.54;26.06;90.03;61.53;100;370;37.6;5.45;1.15;1920;2520;2400;6353.21
33.12;21.13;26.21;89;57.98;100;355;25;5.45;1.06;1300;2520;2400;6281.33
32.85;21.2;26.38;91.18;62.79;100;336;44.3;5.2;0.99;1160;2180;2400;5774.96
32.41;22.33;26.08;93.68;70.04;100;281;143.5;6.2;1.01;480;2100;2400;5321.86
32.4;22.75;25.95;94.93;67.5;100;228;63.8;4.95;0.82;1300;2040;2400;5590.72
